Event_ID,Event_Name,Event_Date,Event_Type,Campaign_ID,Attributed_Sales,Marketing_Spend
EVT002167,New Product Teaser 2024-01,2024-01-06,Email_Promo,CAM02167,2048.3,366.64
EVT000891,Shopee Daily Deals 2024-01,2024-01-06,Shopee_Ads_Campaign,CAM00891,8142.65,1957.78
EVT001420,FBIG Awareness Burst 2024-01,2024-01-06,FB_IG_Campaign,CAM01420,843.64,882.65
EVT001817,Lazada Payday Deals 2024-01,2024-01-06,Lazada_Ads_Campaign,CAM01817,1742.91,557.11
EVT000896,FB Carousel Promo 2024-01,2024-01-06,FB_IG_Campaign,CAM00896,835.35,896.51
EVT001859,Shopee Daily Deals 2024-01,2024-01-07,Shopee_Ads_Campaign,CAM01859,8108.96,1433.45
EVT001504,Google Search Prospecting 2024-01,2024-01-07,Google_Ads_Campaign,CAM01504,5411.93,1885.95
EVT001332,Shopee Daily Deals 2024-01,2024-01-07,Shopee_Ads_Campaign,CAM01332,3127.94,757.19
EVT001655,Lazada Brand Mega 2024-01,2024-01-07,Lazada_Ads_Campaign,CAM01655,6917.69,1499.57
EVT000996,FBIG Awareness Burst 2024-01,2024-01-07,FB_IG_Campaign,CAM00996,892.49,1008.64
EVT000848,Lazada Brand Mega 2024-01,2024-01-08,Lazada_Ads_Campaign,CAM00848,6422.45,1176.45
EVT001645,Lazada Flash Sale 2024-01,2024-01-08,Lazada_Ads_Campaign,CAM01645,7618.38,1585.74
EVT000149,Shopee Daily Deals 2024-01,2024-01-08,Shopee_Ads_Campaign,CAM00149,1905.66,453.29
EVT001028,Lazada Payday Deals 2024-01,2024-01-08,Lazada_Ads_Campaign,CAM01028,2071.29,619.63
EVT000418,Shopee Payday Sale 2024-01,2024-01-08,Shopee_Ads_Campaign,CAM00418,9225.52,2059.03
EVT000329,VIP Loyalty Drop 2024-01,2024-01-08,Email_Promo,CAM00329,1938.71,392.02
EVT000674,Google Shopping Promo 2024-01,2024-01-09,Google_Ads_Campaign,CAM00674,1647.33,814.05
EVT000737,FBIG Awareness Burst 2024-01,2024-01-09,FB_IG_Campaign,CAM00737,430.62,497.1
EVT000220,Shopee Voucher Blast 2024-01,2024-01-09,Shopee_Ads_Campaign,CAM00220,6239.42,1353.54
EVT001494,Google Brand Campaign 2024-01,2024-01-09,Google_Ads_Campaign,CAM01494,4538.87,2191.57
EVT000956,FB Carousel Promo 2024-01,2024-01-10,FB_IG_Campaign,CAM00956,1208.36,1361.53
EVT002130,FB Carousel Promo 2024-01,2024-01-10,FB_IG_Campaign,CAM02130,398.04,361.66
EVT000458,Lazada Flash Sale 2024-01,2024-01-10,Lazada_Ads_Campaign,CAM00458,7051.22,1203.5
EVT001452,FB Carousel Promo 2024-01,2024-01-10,FB_IG_Campaign,CAM01452,1315.53,1343.05
EVT002099,Google Brand Campaign 2024-01,2024-01-10,Google_Ads_Campaign,CAM02099,3377.32,1473.35
EVT000194,Google Shopping Promo 2024-01,2024-01-10,Google_Ads_Campaign,CAM00194,2600.7,688.14
EVT000483,Shopee Daily Deals 2024-01,2024-01-10,Shopee_Ads_Campaign,CAM00483,3485.48,720.24
EVT001001,Shopee Payday Sale 2024-01,2024-01-10,Shopee_Ads_Campaign,CAM01001,4519.39,1046.81
EVT002090,CRM Winback 2024-01,2024-01-11,Email_Promo,CAM02090,1642.65,214.51
EVT000035,Google Shopping Promo 2024-01,2024-01-11,Google_Ads_Campaign,CAM00035,1984.16,543.22
EVT000761,Google Shopping Promo 2024-01,2024-01-11,Google_Ads_Campaign,CAM00761,4962.75,2143.55
EVT000462,Google Search Prospecting 2024-01,2024-01-11,Google_Ads_Campaign,CAM00462,1821.32,564.09
EVT000406,Lazada Flash Sale 2024-01,2024-01-11,Lazada_Ads_Campaign,CAM00406,4867.27,1205.31
EVT000998,Google Search Prospecting 2024-01,2024-01-11,Google_Ads_Campaign,CAM00998,2796.49,950.15
EVT001960,FB Carousel Promo 2024-01,2024-01-12,FB_IG_Campaign,CAM01960,1383.84,1345.81
EVT000887,VIP Loyalty Drop 2024-01,2024-01-12,Email_Promo,CAM00887,1400.37,267.03
EVT001648,IG Story Promo 2024-01,2024-01-12,FB_IG_Campaign,CAM01648,930.24,1091.14
EVT001148,Shopee Payday Sale 2024-01,2024-01-12,Shopee_Ads_Campaign,CAM01148,4303.56,756.71
EVT000630,Shopee Daily Deals 2024-01,2024-01-13,Shopee_Ads_Campaign,CAM00630,6782.74,2054.4
EVT000417,Shopee Voucher Blast 2024-01,2024-01-14,Shopee_Ads_Campaign,CAM00417,5554.96,1727.53
EVT001598,Lazada Flash Sale 2024-01,2024-01-14,Lazada_Ads_Campaign,CAM01598,6619.64,1218.03
EVT001346,FB Carousel Promo 2024-01,2024-01-14,FB_IG_Campaign,CAM01346,1057.66,1299.89
EVT000582,Google Brand Campaign 2024-01,2024-01-14,Google_Ads_Campaign,CAM00582,5723.56,2439.86
EVT001941,Shopee Voucher Blast 2024-01,2024-01-14,Shopee_Ads_Campaign,CAM01941,8899.65,2128.04
EVT000657,FBIG Awareness Burst 2024-01,2024-01-14,FB_IG_Campaign,CAM00657,418.51,494.24
EVT001990,IG Story Promo 2024-01,2024-01-15,FB_IG_Campaign,CAM01990,1321.89,1263.18
EVT001993,Google Shopping Promo 2024-01,2024-01-15,Google_Ads_Campaign,CAM01993,5151.68,1460.9
EVT001613,Lazada Brand Mega 2024-01,2024-01-15,Lazada_Ads_Campaign,CAM01613,4535.01,1231.26
EVT000969,Lazada Brand Mega 2024-01,2024-01-15,Lazada_Ads_Campaign,CAM00969,1629.72,527.17
EVT000625,Lazada Payday Deals 2024-01,2024-01-15,Lazada_Ads_Campaign,CAM00625,4707.57,1435.53
EVT000979,Shopee Payday Sale 2024-01,2024-01-16,Shopee_Ads_Campaign,CAM00979,6422.92,1249.21
EVT000747,Google Search Prospecting 2024-01,2024-01-16,Google_Ads_Campaign,CAM00747,2365.52,710.52
EVT001722,FBIG Awareness Burst 2024-01,2024-01-16,FB_IG_Campaign,CAM01722,349.43,434.84
EVT001143,IG Story Promo 2024-01,2024-01-16,FB_IG_Campaign,CAM01143,1052.55,1171.47
EVT001127,Lazada Flash Sale 2024-01,2024-01-16,Lazada_Ads_Campaign,CAM01127,7870.53,1471.33
EVT001363,VIP Loyalty Drop 2024-01,2024-01-17,Email_Promo,CAM01363,1900.64,389.15
EVT001958,FB Carousel Promo 2024-01,2024-01-17,FB_IG_Campaign,CAM01958,1293.02,1318.11
EVT001971,FB Carousel Promo 2024-01,2024-01-18,FB_IG_Campaign,CAM01971,830.62,641.5
EVT000946,Google Search Prospecting 2024-01,2024-01-18,Google_Ads_Campaign,CAM00946,4578.11,1447.97
EVT001301,Google Shopping Promo 2024-01,2024-01-18,Google_Ads_Campaign,CAM01301,8489.2,2307.72
EVT000950,Shopee Payday Sale 2024-01,2024-01-18,Shopee_Ads_Campaign,CAM00950,10915.05,2131.63
EVT000071,Shopee Voucher Blast 2024-01,2024-01-18,Shopee_Ads_Campaign,CAM00071,8529.42,1943.63
EVT000637,New Product Teaser 2024-01,2024-01-19,Email_Promo,CAM00637,1357.73,184.89
EVT000931,Shopee Daily Deals 2024-01,2024-01-19,Shopee_Ads_Campaign,CAM00931,1879.74,531.84
EVT001098,Shopee Daily Deals 2024-01,2024-01-20,Shopee_Ads_Campaign,CAM01098,6447.9,1686.19
EVT001767,Shopee Payday Sale 2024-01,2024-01-20,Shopee_Ads_Campaign,CAM01767,4990.32,918.09
EVT001537,Lazada Flash Sale 2024-01,2024-01-21,Lazada_Ads_Campaign,CAM01537,6039.2,1832.92
EVT001359,FB Carousel Promo 2024-01,2024-01-22,FB_IG_Campaign,CAM01359,1051.47,1101.67
EVT000324,Shopee Payday Sale 2024-01,2024-01-22,Shopee_Ads_Campaign,CAM00324,11937.66,2018.06
EVT000919,FB Carousel Promo 2024-01,2024-01-22,FB_IG_Campaign,CAM00919,737.85,771.27
EVT000589,Shopee Payday Sale 2024-01,2024-01-22,Shopee_Ads_Campaign,CAM00589,9224.75,1654.1
EVT001636,Lazada Payday Deals 2024-01,2024-01-22,Lazada_Ads_Campaign,CAM01636,6394.26,1569.07
EVT001675,Google Shopping Promo 2024-01,2024-01-23,Google_Ads_Campaign,CAM01675,4757.32,2255.85
EVT000915,Google Brand Campaign 2024-01,2024-01-23,Google_Ads_Campaign,CAM00915,3057.72,1405.54
EVT000704,VIP Loyalty Drop 2024-01,2024-01-23,Email_Promo,CAM00704,2729.92,356.19
EVT001683,FB Carousel Promo 2024-01,2024-01-23,FB_IG_Campaign,CAM01683,505.13,395.06
EVT001584,Shopee Voucher Blast 2024-01,2024-01-23,Shopee_Ads_Campaign,CAM01584,5793.88,1088.73
EVT001547,Google Brand Campaign 2024-01,2024-01-23,Google_Ads_Campaign,CAM01547,5373.02,1945.81
EVT001278,Shopee Voucher Blast 2024-01,2024-01-23,Shopee_Ads_Campaign,CAM01278,2414.18,503.6
EVT002025,Lazada Flash Sale 2024-01,2024-01-24,Lazada_Ads_Campaign,CAM02025,2284.73,429.3
EVT001836,Shopee Payday Sale 2024-01,2024-01-24,Shopee_Ads_Campaign,CAM01836,5820.45,1107.81
EVT000683,Shopee Payday Sale 2024-01,2024-01-24,Shopee_Ads_Campaign,CAM00683,6212.64,1251.2
EVT000276,Lazada Flash Sale 2024-01,2024-01-24,Lazada_Ads_Campaign,CAM00276,5170.75,1678.96
EVT001935,Lazada Payday Deals 2024-01,2024-01-24,Lazada_Ads_Campaign,CAM01935,11119.99,1908.72
EVT000448,FBIG Awareness Burst 2024-01,2024-01-24,FB_IG_Campaign,CAM00448,1460.85,1319.75
EVT000351,Lazada Flash Sale 2024-01,2024-01-24,Lazada_Ads_Campaign,CAM00351,2336.68,525.88
EVT001294,Shopee Payday Sale 2024-01,2024-01-24,Shopee_Ads_Campaign,CAM01294,7083.22,2026.82
EVT000658,Google Brand Campaign 2024-01,2024-01-24,Google_Ads_Campaign,CAM00658,3902.01,1596.8
EVT001747,CNY Promo - Google 2024-01,2024-01-25,Google_Ads_Campaign,CAM01747,12929.52,2482.97
EVT001169,CNY Promo - Shopee 2024-01,2024-01-26,Shopee_Ads_Campaign,CAM01169,2638.9,475.35
EVT000433,CNY Promo - FB 2024-01,2024-01-26,FB_IG_Campaign,CAM00433,883.04,679.63
EVT000005,CNY Promo - FB 2024-01,2024-01-26,FB_IG_Campaign,CAM00005,2169.09,1293.16
EVT001111,CNY Promo - FB 2024-01,2024-01-26,FB_IG_Campaign,CAM01111,1492.76,1116.52
EVT000039,CNY Promo - Google 2024-01,2024-01-26,Google_Ads_Campaign,CAM00039,10362.91,2159.58
EVT002187,CNY Promo - FB 2024-01,2024-01-26,FB_IG_Campaign,CAM02187,1182.95,1118.86
EVT001014,CNY Promo - FB 2024-01,2024-01-26,FB_IG_Campaign,CAM01014,2464.79,1310.69
EVT002078,CNY Promo - Email 2024-01,2024-01-27,Email_Promo,CAM02078,1354.2,159.97
EVT000621,CNY Promo - Shopee 2024-01,2024-01-27,Shopee_Ads_Campaign,CAM00621,10279.69,1853.41
EVT002155,CNY Promo - Google 2024-01,2024-01-27,Google_Ads_Campaign,CAM02155,7750.25,2008.79
EVT000125,CNY Promo - Lazada 2024-01,2024-01-27,Lazada_Ads_Campaign,CAM00125,10310.08,2182.58
EVT001551,CNY Promo - Lazada 2024-01,2024-01-27,Lazada_Ads_Campaign,CAM01551,4375.03,742.07
EVT001527,CNY Promo - Shopee 2024-01,2024-01-28,Shopee_Ads_Campaign,CAM01527,5993.49,1211.92
EVT001495,CNY Promo - Lazada 2024-01,2024-01-28,Lazada_Ads_Campaign,CAM01495,6550.0,903.96
EVT001825,CNY Promo - Lazada 2024-01,2024-01-28,Lazada_Ads_Campaign,CAM01825,4186.01,900.51
EVT000601,CNY Promo - Google 2024-01,2024-01-29,Google_Ads_Campaign,CAM00601,3297.04,1077.11
EVT002064,CNY Promo - Google 2024-01,2024-01-29,Google_Ads_Campaign,CAM02064,1642.81,588.81
EVT000935,CNY Promo - Google 2024-01,2024-01-29,Google_Ads_Campaign,CAM00935,7530.49,2314.83
EVT000302,CNY Promo - FB 2024-01,2024-01-30,FB_IG_Campaign,CAM00302,2044.23,1192.15
EVT000865,CNY Promo - Shopee 2024-01,2024-01-30,Shopee_Ads_Campaign,CAM00865,11428.38,1568.04
EVT001286,CNY Promo - Google 2024-01,2024-01-30,Google_Ads_Campaign,CAM01286,10087.49,2093.94
EVT000739,CNY Promo - Email 2024-01,2024-01-30,Email_Promo,CAM00739,983.03,154.97
EVT002156,CNY Promo - Email 2024-01,2024-01-30,Email_Promo,CAM02156,2289.78,296.93
EVT001583,CNY Promo - FB 2024-01,2024-01-30,FB_IG_Campaign,CAM01583,1008.12,624.99
EVT000669,CNY Promo - Lazada 2024-01,2024-01-30,Lazada_Ads_Campaign,CAM00669,9388.02,1600.3
EVT001942,CNY Promo - Email 2024-01,2024-01-30,Email_Promo,CAM01942,824.23,106.98
EVT002100,CNY Promo - FB 2024-01,2024-01-31,FB_IG_Campaign,CAM02100,866.06,652.33
EVT001770,CNY Promo - Google 2024-01,2024-01-31,Google_Ads_Campaign,CAM01770,7852.35,2384.14
EVT001902,CNY Promo - Shopee 2024-02,2024-02-01,Shopee_Ads_Campaign,CAM01902,8015.89,1038.63
EVT000664,CNY Promo - Lazada 2024-02,2024-02-01,Lazada_Ads_Campaign,CAM00664,4518.93,668.53
EVT000360,CNY Promo - Shopee 2024-02,2024-02-01,Shopee_Ads_Campaign,CAM00360,8177.72,1905.9
EVT000320,CNY Promo - Google 2024-02,2024-02-01,Google_Ads_Campaign,CAM00320,4691.91,1390.03
EVT000296,CNY Promo - Shopee 2024-02,2024-02-01,Shopee_Ads_Campaign,CAM00296,9822.29,1585.76
EVT002082,CNY Promo - Shopee 2024-02,2024-02-01,Shopee_Ads_Campaign,CAM02082,14775.45,1932.2
EVT001899,CNY Promo - Lazada 2024-02,2024-02-01,Lazada_Ads_Campaign,CAM01899,6538.91,1256.17
EVT001478,CNY Promo - FB 2024-02,2024-02-02,FB_IG_Campaign,CAM01478,580.25,354.52
EVT000411,CNY Promo - Google 2024-02,2024-02-02,Google_Ads_Campaign,CAM00411,7535.14,1608.57
EVT001370,CNY Promo - FB 2024-02,2024-02-02,FB_IG_Campaign,CAM01370,572.52,373.15
EVT001940,CNY Promo - FB 2024-02,2024-02-02,FB_IG_Campaign,CAM01940,2322.52,1435.58
EVT001087,CNY Promo - FB 2024-02,2024-02-02,FB_IG_Campaign,CAM01087,1755.48,1151.3
EVT001274,CNY Promo - Google 2024-02,2024-02-02,Google_Ads_Campaign,CAM01274,6543.08,1479.06
EVT000082,CNY Promo - Shopee 2024-02,2024-02-03,Shopee_Ads_Campaign,CAM00082,10782.09,1340.74
EVT001118,CNY Promo - Lazada 2024-02,2024-02-03,Lazada_Ads_Campaign,CAM01118,4020.36,619.04
EVT000479,CNY Promo - FB 2024-02,2024-02-03,FB_IG_Campaign,CAM00479,1629.54,1380.11
EVT000559,CNY Promo - FB 2024-02,2024-02-03,FB_IG_Campaign,CAM00559,1228.95,785.13
EVT001966,CNY Promo - Shopee 2024-02,2024-02-03,Shopee_Ads_Campaign,CAM01966,5875.59,720.47
EVT001582,CNY Promo - Shopee 2024-02,2024-02-04,Shopee_Ads_Campaign,CAM01582,12471.31,1559.12
EVT000929,CNY Promo - FB 2024-02,2024-02-04,FB_IG_Campaign,CAM00929,1084.41,840.83
EVT001243,CNY Promo - Lazada 2024-02,2024-02-04,Lazada_Ads_Campaign,CAM01243,5844.52,714.19
EVT001011,CNY Promo - Shopee 2024-02,2024-02-05,Shopee_Ads_Campaign,CAM01011,9251.22,1891.73
EVT001042,CNY Promo - Google 2024-02,2024-02-05,Google_Ads_Campaign,CAM01042,7049.51,2252.69
EVT001295,CNY Promo - Lazada 2024-02,2024-02-06,Lazada_Ads_Campaign,CAM01295,8058.85,1066.09
EVT001784,CNY Promo - Google 2024-02,2024-02-06,Google_Ads_Campaign,CAM01784,5131.11,1006.13
EVT002133,CNY Promo - Google 2024-02,2024-02-06,Google_Ads_Campaign,CAM02133,1872.7,607.65
EVT000032,CNY Promo - Google 2024-02,2024-02-07,Google_Ads_Campaign,CAM00032,5447.55,1681.83
EVT000533,CNY Promo - Google 2024-02,2024-02-07,Google_Ads_Campaign,CAM00533,6725.01,2153.52
EVT000050,CNY Promo - FB 2024-02,2024-02-07,FB_IG_Campaign,CAM00050,2190.2,1264.95
EVT000851,CNY Promo - FB 2024-02,2024-02-07,FB_IG_Campaign,CAM00851,2031.32,1469.96
EVT001791,CNY Promo - Shopee 2024-02,2024-02-08,Shopee_Ads_Campaign,CAM01791,5982.87,870.26
EVT001219,CNY Promo - Google 2024-02,2024-02-08,Google_Ads_Campaign,CAM01219,3301.79,638.83
EVT000611,CNY Promo - Shopee 2024-02,2024-02-08,Shopee_Ads_Campaign,CAM00611,10212.31,1249.86
EVT000613,CNY Promo - Google 2024-02,2024-02-08,Google_Ads_Campaign,CAM00613,7198.12,1978.34
EVT001016,CNY Promo - FB 2024-02,2024-02-09,FB_IG_Campaign,CAM01016,1779.61,1289.4
EVT001610,CNY Promo - Google 2024-02,2024-02-09,Google_Ads_Campaign,CAM01610,2229.66,841.07
EVT001200,CNY Promo - FB 2024-02,2024-02-09,FB_IG_Campaign,CAM01200,1636.26,1362.8
EVT000766,CNY Promo - Shopee 2024-02,2024-02-09,Shopee_Ads_Campaign,CAM00766,5699.32,966.46
EVT000133,CNY Promo - Lazada 2024-02,2024-02-10,Lazada_Ads_Campaign,CAM00133,6434.48,1013.06
EVT000926,CNY Promo - FB 2024-02,2024-02-10,FB_IG_Campaign,CAM00926,1733.75,1246.97
EVT000516,CNY Promo - Email 2024-02,2024-02-10,Email_Promo,CAM00516,2697.4,232.69
EVT001484,CNY Promo - Email 2024-02,2024-02-10,Email_Promo,CAM01484,1611.22,164.45
EVT001827,CNY Promo - Email 2024-02,2024-02-11,Email_Promo,CAM01827,2722.74,301.9
EVT000763,CNY Promo - Lazada 2024-02,2024-02-11,Lazada_Ads_Campaign,CAM00763,4275.02,1106.88
EVT000668,CNY Promo - Google 2024-02,2024-02-11,Google_Ads_Campaign,CAM00668,7750.9,1894.56
EVT001486,CNY Promo - Shopee 2024-02,2024-02-11,Shopee_Ads_Campaign,CAM01486,7954.78,1815.5
EVT000294,CNY Promo - Google 2024-02,2024-02-11,Google_Ads_Campaign,CAM00294,5481.11,1317.34
EVT001147,CNY Promo - FB 2024-02,2024-02-12,FB_IG_Campaign,CAM01147,461.49,308.95
EVT000081,CNY Promo - FB 2024-02,2024-02-12,FB_IG_Campaign,CAM00081,1312.67,1039.4
EVT000686,CNY Promo - FB 2024-02,2024-02-12,FB_IG_Campaign,CAM00686,612.19,395.41
EVT000685,CNY Promo - FB 2024-02,2024-02-13,FB_IG_Campaign,CAM00685,1519.3,1194.81
EVT000080,CNY Promo - Lazada 2024-02,2024-02-13,Lazada_Ads_Campaign,CAM00080,13912.45,1831.21
EVT001889,CNY Promo - Google 2024-02,2024-02-13,Google_Ads_Campaign,CAM01889,4226.45,1508.36
EVT000465,CNY Promo - FB 2024-02,2024-02-13,FB_IG_Campaign,CAM00465,1221.85,918.16
EVT000806,CNY Promo - FB 2024-02,2024-02-13,FB_IG_Campaign,CAM00806,1171.9,664.3
EVT002008,CNY Promo - Shopee 2024-02,2024-02-13,Shopee_Ads_Campaign,CAM02008,6877.56,1480.47
EVT000901,CNY Promo - Email 2024-02,2024-02-13,Email_Promo,CAM00901,2292.15,381.42
EVT001101,CNY Promo - Google 2024-02,2024-02-13,Google_Ads_Campaign,CAM01101,8649.47,1864.58
EVT001871,CNY Promo - Google 2024-02,2024-02-13,Google_Ads_Campaign,CAM01871,4628.93,1241.24
EVT002000,CNY Promo - FB 2024-02,2024-02-14,FB_IG_Campaign,CAM02000,960.74,623.9
EVT001222,CNY Promo - Google 2024-02,2024-02-14,Google_Ads_Campaign,CAM01222,6510.33,1227.47
EVT001692,CNY Promo - Shopee 2024-02,2024-02-14,Shopee_Ads_Campaign,CAM01692,10685.62,1904.02
EVT001586,CNY Promo - Email 2024-02,2024-02-14,Email_Promo,CAM01586,890.18,91.72
EVT002071,CNY Promo - Shopee 2024-02,2024-02-14,Shopee_Ads_Campaign,CAM02071,4967.8,1024.72
EVT001350,CNY Promo - Lazada 2024-02,2024-02-14,Lazada_Ads_Campaign,CAM01350,13284.19,1798.92
EVT001139,CNY Promo - FB 2024-02,2024-02-14,FB_IG_Campaign,CAM01139,697.37,502.07
EVT001590,CNY Promo - Shopee 2024-02,2024-02-15,Shopee_Ads_Campaign,CAM01590,9514.76,1792.5
EVT000503,CNY Promo - Lazada 2024-02,2024-02-15,Lazada_Ads_Campaign,CAM00503,3084.07,521.55
EVT001539,CNY Promo - Google 2024-02,2024-02-15,Google_Ads_Campaign,CAM01539,1551.11,621.23
EVT000549,CNY Promo - Lazada 2024-02,2024-02-15,Lazada_Ads_Campaign,CAM00549,15173.22,1755.53
EVT001594,CNY Promo - FB 2024-02,2024-02-15,FB_IG_Campaign,CAM01594,317.57,306.22
EVT000300,CNY Promo - Shopee 2024-02,2024-02-15,Shopee_Ads_Campaign,CAM00300,3917.64,494.64
EVT000439,CNY Promo - Email 2024-02,2024-02-16,Email_Promo,CAM00439,1612.64,222.92
EVT001520,CNY Promo - Email 2024-02,2024-02-16,Email_Promo,CAM01520,2474.23,325.82
EVT001789,CNY Promo - FB 2024-02,2024-02-16,FB_IG_Campaign,CAM01789,875.32,632.0
EVT000754,CNY Promo - FB 2024-02,2024-02-16,FB_IG_Campaign,CAM00754,2554.99,1420.07
EVT001264,CNY Promo - Shopee 2024-02,2024-02-16,Shopee_Ads_Campaign,CAM01264,7900.9,922.09
EVT001695,CNY Promo - Email 2024-02,2024-02-16,Email_Promo,CAM01695,3344.28,341.38
EVT000232,CNY Promo - Shopee 2024-02,2024-02-16,Shopee_Ads_Campaign,CAM00232,10802.37,2110.11
EVT001603,CNY Promo - Google 2024-02,2024-02-16,Google_Ads_Campaign,CAM01603,7863.72,1724.23
EVT001577,CNY Promo - Shopee 2024-02,2024-02-17,Shopee_Ads_Campaign,CAM01577,14129.19,1731.77
EVT001238,CNY Promo - Google 2024-02,2024-02-17,Google_Ads_Campaign,CAM01238,6299.39,1385.83
EVT001574,CNY Promo - Email 2024-02,2024-02-17,Email_Promo,CAM01574,1589.48,176.02
EVT001407,CNY Promo - Shopee 2024-02,2024-02-17,Shopee_Ads_Campaign,CAM01407,8294.8,1022.25
EVT000121,CNY Promo - FB 2024-02,2024-02-17,FB_IG_Campaign,CAM00121,1508.58,737.9
EVT000467,CNY Promo - Lazada 2024-02,2024-02-17,Lazada_Ads_Campaign,CAM00467,7111.04,912.65
EVT001967,CNY Promo - FB 2024-02,2024-02-17,FB_IG_Campaign,CAM01967,1321.81,1115.45
EVT000203,CNY Promo - Email 2024-02,2024-02-17,Email_Promo,CAM00203,1381.73,213.67
EVT000494,CNY Promo - Lazada 2024-02,2024-02-17,Lazada_Ads_Campaign,CAM00494,3012.02,576.19
EVT001199,CNY Promo - Google 2024-02,2024-02-17,Google_Ads_Campaign,CAM01199,4719.18,1353.27
EVT001154,CNY Promo - FB 2024-02,2024-02-17,FB_IG_Campaign,CAM01154,584.28,502.34
EVT001562,CNY Promo - FB 2024-02,2024-02-17,FB_IG_Campaign,CAM01562,731.27,566.02
EVT001215,CNY Promo - Email 2024-02,2024-02-17,Email_Promo,CAM01215,1645.45,203.22
EVT000963,CNY Promo - FB 2024-02,2024-02-18,FB_IG_Campaign,CAM00963,1428.55,967.99
EVT000587,CNY Promo - Google 2024-02,2024-02-18,Google_Ads_Campaign,CAM00587,1873.5,582.51
EVT000977,CNY Promo - FB 2024-02,2024-02-18,FB_IG_Campaign,CAM00977,454.96,378.33
EVT000098,CNY Promo - Lazada 2024-02,2024-02-19,Lazada_Ads_Campaign,CAM00098,5627.38,829.4
EVT000393,CNY Promo - Shopee 2024-02,2024-02-19,Shopee_Ads_Campaign,CAM00393,7494.84,1893.27
EVT001651,CNY Promo - Lazada 2024-02,2024-02-19,Lazada_Ads_Campaign,CAM01651,7176.17,1056.24
EVT001878,CNY Promo - Lazada 2024-02,2024-02-20,Lazada_Ads_Campaign,CAM01878,4866.85,598.41
EVT000224,CNY Promo - Shopee 2024-02,2024-02-20,Shopee_Ads_Campaign,CAM00224,6566.81,1120.81
EVT001184,CNY Promo - Shopee 2024-02,2024-02-20,Shopee_Ads_Campaign,CAM01184,4838.14,620.34
EVT001283,CNY Promo - Lazada 2024-02,2024-02-20,Lazada_Ads_Campaign,CAM01283,7488.36,1783.71
EVT000836,Google Search Prospecting 2024-02,2024-02-21,Google_Ads_Campaign,CAM00836,4267.89,1191.7
EVT000442,Lazada Flash Sale 2024-02,2024-02-21,Lazada_Ads_Campaign,CAM00442,9545.88,1858.94
EVT000682,Lazada Brand Mega 2024-02,2024-02-21,Lazada_Ads_Campaign,CAM00682,7383.43,1879.39
EVT001412,Lazada Payday Deals 2024-02,2024-02-21,Lazada_Ads_Campaign,CAM01412,2311.76,644.93
EVT002084,Google Shopping Promo 2024-02,2024-02-21,Google_Ads_Campaign,CAM02084,3935.21,1799.13
EVT000246,Google Brand Campaign 2024-02,2024-02-21,Google_Ads_Campaign,CAM00246,8794.82,2371.87
EVT000520,Lazada Payday Deals 2024-02,2024-02-22,Lazada_Ads_Campaign,CAM00520,10745.68,1916.42
EVT001209,Lazada Payday Deals 2024-02,2024-02-22,Lazada_Ads_Campaign,CAM01209,3048.31,1003.8
EVT001402,Shopee Payday Sale 2024-02,2024-02-22,Shopee_Ads_Campaign,CAM01402,7130.26,1791.94
EVT001077,IG Story Promo 2024-02,2024-02-22,FB_IG_Campaign,CAM01077,846.22,703.93
EVT001308,Shopee Daily Deals 2024-02,2024-02-22,Shopee_Ads_Campaign,CAM01308,8472.2,2045.31
EVT001661,Lazada Brand Mega 2024-02,2024-02-22,Lazada_Ads_Campaign,CAM01661,5517.06,1693.59
EVT000840,Google Shopping Promo 2024-02,2024-02-23,Google_Ads_Campaign,CAM00840,1849.34,577.82
EVT001140,IG Story Promo 2024-02,2024-02-23,FB_IG_Campaign,CAM01140,1296.46,1095.51
EVT000958,Lazada Flash Sale 2024-02,2024-02-23,Lazada_Ads_Campaign,CAM00958,6254.78,1751.95
EVT000449,Google Search Prospecting 2024-02,2024-02-23,Google_Ads_Campaign,CAM00449,3792.23,1643.68
EVT001943,Google Brand Campaign 2024-02,2024-02-24,Google_Ads_Campaign,CAM01943,6893.81,2435.27
EVT001390,Shopee Daily Deals 2024-02,2024-02-24,Shopee_Ads_Campaign,CAM01390,8867.62,2150.43
EVT000586,Shopee Daily Deals 2024-02,2024-02-24,Shopee_Ads_Campaign,CAM00586,7935.26,1744.12
EVT000104,FBIG Awareness Burst 2024-02,2024-02-24,FB_IG_Campaign,CAM00104,1571.63,1360.97
EVT000212,Shopee Daily Deals 2024-02,2024-02-24,Shopee_Ads_Campaign,CAM00212,2622.66,697.56
EVT000755,Google Search Prospecting 2024-02,2024-02-24,Google_Ads_Campaign,CAM00755,2182.08,627.95
EVT000332,Lazada Brand Mega 2024-02,2024-02-24,Lazada_Ads_Campaign,CAM00332,8523.8,2107.92
EVT000177,FB Carousel Promo 2024-02,2024-02-25,FB_IG_Campaign,CAM00177,1076.54,983.05
EVT001026,Shopee Payday Sale 2024-02,2024-02-25,Shopee_Ads_Campaign,CAM01026,2662.86,635.16
EVT000790,Google Brand Campaign 2024-02,2024-02-25,Google_Ads_Campaign,CAM00790,4408.42,1120.73
EVT000312,FB Carousel Promo 2024-02,2024-02-25,FB_IG_Campaign,CAM00312,906.28,854.07
